2023/11/07 - 11:28:24		auto	GETACK	Appliance.System.All	{"system": {"hardware": {"type": "msh300hk", "subType": "un", "version": "5.0.0", "chipType": "MT7686", "uuid": "###############################0", "macAddress": "################0"}, "firmware": {"version": "5.5.32", "homekitVersion": "4.1", "compileTime": "2023/10/11 11:31:05 GMT +08:00", "encrypt": 1, "wifiMac": "################1", "innerIp": "############0", "server": "###################0", "port": "@0", "userId": "@0"}, "time": {"timestamp": 1699348685, "timezone": "Europe/Rome", "timeRule": [[1679792400, 7200, 1], [1698541200, 3600, 0], [1711846800, 7200, 1], [1729990800, 3600, 0], [1743296400, 7200, 1], [1761440400, 3600, 0], [1774746000, 7200, 1], [1792890000, 3600, 0], [1806195600, 7200, 1], [1824944400, 3600, 0], [1837645200, 7200, 1], [1856394000, 3600, 0], [1869094800, 7200, 1], [1887843600, 3600, 0], [1901149200, 7200, 1], [1919293200, 3600, 0], [1932598800, 7200, 1], [1950742800, 3600, 0], [1964048400, 7200, 1], [1982797200, 3600, 0]]}, "online": {"status": 1, "bindId": "agvgaM9yldlrGDya", "who": 1}}, "digest": {"hub": {"hubId": 3922155501, "mode": 0, "nvdmChl": 0, "workChl": 1, "curChl": 1, "subdevice": [{"id": "03002B0E", "status": 1, "scheduleBMode": 6, "onoff": 1, "lastActiveTime": 1699348536, "mts150": {"mode": 1, "currentSet": 210, "updateMode": 1, "updateTemp": 175, "motorCurLocation": 248, "motorStartCtr": 670, "motorTotalPath": 66522}}, {"id": "03004B5A", "status": 1, "scheduleBMode": 6, "onoff": 1, "lastActiveTime": 1699348681, "mts150": {"mode": 1, "currentSet": 210, "updateMode": 1, "updateTemp": 210, "motorCurLocation": 1296, "motorStartCtr": 977, "motorTotalPath": 111890}}]}}}
2023/11/07 - 11:28:24		auto	GETACK	Appliance.System.Ability	{"Appliance.Config.Key": {}, "Appliance.Config.WifiList": {}, "Appliance.Config.Wifi": {}, "Appliance.Config.WifiX": {}, "Appliance.Config.Trace": {}, "Appliance.Config.Info": {}, "Appliance.System.All": {}, "Appliance.System.Hardware": {}, "Appliance.System.Firmware": {}, "Appliance.System.Debug": {}, "Appliance.System.Online": {}, "Appliance.System.Time": {}, "Appliance.System.Clock": {}, "Appliance.System.Ability": {}, "Appliance.System.Runtime": {}, "Appliance.System.Report": {}, "Appliance.System.Position": {}, "Appliance.System.DNDMode": {}, "Appliance.Control.Multiple": {"maxCmdNum": 5}, "Appliance.Control.Bind": {}, "Appliance.Control.Unbind": {}, "Appliance.Control.Upgrade": {}, "Appliance.Hub.Online": {}, "Appliance.Hub.ToggleX": {}, "Appliance.Hub.SubdeviceList": {}, "Appliance.Hub.Battery": {}, "Appliance.Hub.Sensitivity": {}, "Appliance.Hub.PairSubDev": {}, "Appliance.Hub.Report": {}, "Appliance.Hub.Mts100.All": {}, "Appliance.Hub.Mts100.Temperature": {}, "Appliance.Hub.Mts100.ScheduleB": {"scheduleUnitTime": 15}, "Appliance.Hub.Mts100.Mode": {}, "Appliance.Hub.Mts100.Adjust": {}, "Appliance.Hub.Mts100.SuperCtl": {}, "Appliance.Hub.SubDevice.MotorAdjust": {}, "Appliance.Hub.SubDevice.Beep": {}, "Appliance.Hub.Sensor.All": {}, "Appliance.Hub.Sensor.WaterLeak": {}, "Appliance.Hub.Sensor.TempHum": {}, "Appliance.Hub.Sensor.Adjust": {}, "Appliance.Hub.Sensor.Motion": {}, "Appliance.Hub.Sensor.DoorWindow": {}, "Appliance.Hub.Sensor.Smoke": {}, "Appliance.Hub.Sensor.Alert": {}}
2023/11/07 - 11:28:24	TX	http	GET	Appliance.Config.Info	{"info": {}}
2023/11/07 - 11:28:24	RX	http	GETACK	Appliance.Config.Info	{"info": {"homekit": {"model": "MSH300HK", "sn": "620802230500553", "category": 2, "setupId": "BT19", "setupCode": "621-48-139", "uuid": "###################################1", "token": "#######################################################################################################################################################################################################################################0"}}}
2023/11/07 - 11:28:24		auto	LOG	DEBUG	handler undefined for method:(GETACK) namespace:(Appliance.Config.Info) payload:({'info': {'homekit': {'model': 'MSH300HK', 'sn': '620802230500553', 'category': 2, 'setupId': 'BT19', 'setupCode': '621-48-139', 'uuid': '23052603-4102-ff27-7236-1d60163235bd', 'token': 'MYGpME4CAQECAQEERjBEAiBDLRNlj4zpSuJlCDKF4EusN/YeYiQOOJ4hWSXcv6GeWQIgUUBP5iMc2t6nCCwORM0HlCAd6GL/6TgEbq1/Fmoj0E4wVwIBAgIBAQRPMU0wCQIBZgIBAQQBATAQAgFlAgEBBAge5B9WiAEAADAUAgIAyQIBAQQLMjUzNjY4LTAwNDcwGAIBZwIBAQQQz+PctqJ3SZK+5ohyZRC6XA=='}}})
2023/11/07 - 11:28:26	TX	http	GET	Appliance.System.Runtime	{"runtime": {}}
2023/11/07 - 11:28:26	RX	http	GETACK	Appliance.System.Runtime	{"runtime": {"signal": 100}}
2023/11/07 - 11:28:28	TX	http	GET	Appliance.System.Position	{"position": {}}
2023/11/07 - 11:28:28	RX	http	GETACK	Appliance.System.Position	{"position": {"longitude": 8701752, "latitude": 45680761}}
2023/11/07 - 11:28:28		auto	LOG	DEBUG	handler undefined for method:(GETACK) namespace:(Appliance.System.Position) payload:({'position': {'longitude': 8701752, 'latitude': 45680761}})
2023/11/07 - 11:28:30	TX	http	GET	Appliance.Hub.Online	{"online": []}
