2023/01/19 - 08:09:19		auto	GETACK	Appliance.System.All	{"system": {"hardware": {"type": "mts200b", "subType": "eu", "version": "7.0.0", "chipType": "rtl8710cm", "uuid": "################################", "macAddress": "#################"}, "firmware": {"version": "7.6.5", "homekitVersion": "4.1", "compileTime": "2022/09/20-13:44:53", "encrypt": 1, "wifiMac": "#################", "innerIp": "#############", "server": "##################", "port": "###", "userId": "######"}, "time": {"timestamp": 1674112153, "timezone": "Europe/Rome", "timeRule": [[1648342800, 7200, 1], [1667091600, 3600, 0], [1679792400, 7200, 1], [1698541200, 3600, 0], [1711846800, 7200, 1], [1729990800, 3600, 0], [1743296400, 7200, 1], [1761440400, 3600, 0], [1774746000, 7200, 1], [1792890000, 3600, 0], [1806195600, 7200, 1], [1824944400, 3600, 0], [1837645200, 7200, 1], [1856394000, 3600, 0], [1869094800, 7200, 1], [1887843600, 3600, 0], [1901149200, 7200, 1], [1919293200, 3600, 0], [1932598800, 7200, 1], [1950742800, 3600, 0]]}, "online": {"status": 1, "bindId": "iEV6nUtU2x8zGgrp", "who": 1}}, "digest": {"thermostat": {"mode": [{"channel": 0, "onoff": 1, "mode": 4, "state": 0, "currentTemp": 210, "heatTemp": 200, "coolTemp": 190, "ecoTemp": 180, "manualTemp": 210, "warning": 0, "targetTemp": 210, "min": 50, "max": 350, "lmTime": 1674112153}], "windowOpened": [{"channel": 0, "status": 0, "detect": 1, "lmTime": 1674112153}]}}}
2023/01/19 - 08:09:19		auto	GETACK	Appliance.System.Ability	{"Appliance.Config.Key": {}, "Appliance.Config.WifiList": {}, "Appliance.Config.Wifi": {}, "Appliance.Config.WifiX": {}, "Appliance.Config.Trace": {}, "Appliance.Config.Info": {}, "Appliance.System.All": {}, "Appliance.System.Hardware": {}, "Appliance.System.Firmware": {}, "Appliance.System.Debug": {}, "Appliance.System.Online": {}, "Appliance.System.Time": {}, "Appliance.System.Clock": {}, "Appliance.System.Ability": {}, "Appliance.System.Runtime": {}, "Appliance.System.Report": {}, "Appliance.System.Position": {}, "Appliance.Mcu.Firmware": {}, "Appliance.Control.Multiple": {"maxCmdNum": 5}, "Appliance.Control.Bind": {}, "Appliance.Control.Unbind": {}, "Appliance.Control.Upgrade": {}, "Appliance.Control.PhysicalLock": {}, "Appliance.Control.Thermostat.HoldAction": {}, "Appliance.Control.Thermostat.Mode": {}, "Appliance.Control.Thermostat.Calibration": {}, "Appliance.Control.Thermostat.DeadZone": {}, "Appliance.Control.Thermostat.Frost": {}, "Appliance.Control.Thermostat.Overheat": {}, "Appliance.Control.Thermostat.WindowOpened": {}, "Appliance.Control.Thermostat.Schedule": {}, "Appliance.Control.Screen.Brightness": {}, "Appliance.Control.Thermostat.Sensor": {}, "Appliance.Digest.TriggerX": {}, "Appliance.Digest.TimerX": {}}
2023/01/19 - 08:09:19	TX	http	GET	Appliance.Config.Info	{"info": {}}
2023/01/19 - 08:09:20	RX	http	GETACK	Appliance.Config.Info	{"info": {"homekit": {"model": "MTS200", "sn": "601201221100073", "category": 9, "setupId": "3BMX", "setupCode": "380-52-750", "uuid": "####################################", "token": "####################################################################################################################################################################################################################################################################################################################################################################################################################################################################################"}}}
2023/01/19 - 08:09:24	TX	http	GET	Appliance.System.Runtime	{"runtime": {}}
2023/01/19 - 08:09:24	RX	http	GETACK	Appliance.System.Runtime	{"runtime": {"signal": 100}}
2023/01/19 - 08:09:29	TX	http	GET	Appliance.System.Position	{"position": {}}
2023/01/19 - 08:09:30	RX	http	GETACK	Appliance.System.Position	{"position": {"longitude": 10854810, "latitude": 44506320}}
2023/01/19 - 08:09:34	TX	http	GET	Appliance.Mcu.Firmware	{"firmware": {}}
2023/01/19 - 08:09:35	RX	http	GETACK	Appliance.Mcu.Firmware	{"firmware": {"productId": "viav1onpzcozfneb", "version": "1.1.2", "type": "mts200hk_mcu"}}
2023/01/19 - 08:09:39	TX	http	GET	Appliance.Control.PhysicalLock	{"physicallock": {}}
2023/01/19 - 08:09:39		auto	LOG	INFO	MerossDevice(2211092877614560120148e1e9afecf5) client connection attempt(0) error in async_http_request: Server disconnected
2023/01/19 - 08:09:40	TX	http	GET	Appliance.Control.PhysicalLock	{"physicallock": {}}
2023/01/19 - 08:09:40		auto	LOG	INFO	MerossDevice(2211092877614560120148e1e9afecf5) client connection attempt(1) error in async_http_request: Server disconnected
2023/01/19 - 08:09:40	TX	http	GET	Appliance.Control.PhysicalLock	{"physicallock": {}}
2023/01/19 - 08:09:40		auto	LOG	INFO	MerossDevice(2211092877614560120148e1e9afecf5) client connection attempt(2) error in async_http_request: Server disconnected
2023/01/19 - 08:09:40		auto	LOG	DEBUG	MerossDevice(2211092877614560120148e1e9afecf5) going offline!
2023/01/19 - 08:09:44	TX	http	GET	Appliance.System.All	{"all": {}}
2023/01/19 - 08:09:44	RX	http	GETACK	Appliance.System.All	{"all": {"system": {"hardware": {"type": "mts200b", "subType": "eu", "version": "7.0.0", "chipType": "rtl8710cm", "uuid": "################################", "macAddress": "#################"}, "firmware": {"version": "7.6.5", "homekitVersion": "4.1", "compileTime": "2022/09/20-13:44:53", "encrypt": 1, "wifiMac": "#################", "innerIp": "#############", "server": "##################", "port": "###", "userId": "######"}, "time": {"timestamp": 1674112183, "timezone": "Europe/Rome", "timeRule": [[1648342800, 7200, 1], [1667091600, 3600, 0], [1679792400, 7200, 1], [1698541200, 3600, 0], [1711846800, 7200, 1], [1729990800, 3600, 0], [1743296400, 7200, 1], [1761440400, 3600, 0], [1774746000, 7200, 1], [1792890000, 3600, 0], [1806195600, 7200, 1], [1824944400, 3600, 0], [1837645200, 7200, 1], [1856394000, 3600, 0], [1869094800, 7200, 1], [1887843600, 3600, 0], [1901149200, 7200, 1], [1919293200, 3600, 0], [1932598800, 7200, 1], [1950742800, 3600, 0]]}, "online": {"status": 1, "bindId": "iEV6nUtU2x8zGgrp", "who": 1}}, "digest": {"thermostat": {"mode": [{"channel": 0, "onoff": 1, "mode": 4, "state": 0, "currentTemp": 210, "heatTemp": 200, "coolTemp": 190, "ecoTemp": 180, "manualTemp": 210, "warning": 0, "targetTemp": 210, "min": 50, "max": 350, "lmTime": 1674112183}], "windowOpened": [{"channel": 0, "status": 0, "detect": 1, "lmTime": 1674112183}]}}}}
2023/01/19 - 08:09:44		auto	LOG	DEBUG	MerossDevice(2211092877614560120148e1e9afecf5) back online!
