2022/01/16 - 23:53:52		auto	GETACK	Appliance.System.All	{"system": {"hardware": {"type": "msxh0", "subType": "us", "version": "3.0.0", "chipType": "mt7682", "uuid": "################################", "macAddress": "#################"}, "firmware": {"version": "3.1.5", "compileTime": "2020/11/13 11:02:51 GMT +08:00", "wifiMac": "#################", "innerIp": "#############", "server": "##################", "port": "###", "userId": "######"}, "time": {"timestamp": 1642373604, "timezone": "Europe/Rome", "timeRule": [[1616889600, 7200, 1], [1635634800, 3600, 0]]}, "online": {"status": 1}}, "digest": {"spray": [{"channel": 0, "mode": 0, "lmTime": 1642290187, "lastMode": 1, "onoffTime": 1642290187}], "triggerx": [], "timerx": [], "light": {"onoff": 0, "capacity": 5, "channel": 0, "rgb": 4783990, "luminance": 100, "transform": 0}}}
2022/01/16 - 23:53:52		auto	GETACK	Appliance.System.Ability	{"Appliance.Config.Key": {}, "Appliance.Config.WifiList": {}, "Appliance.Config.Wifi": {}, "Appliance.Config.Trace": {}, "Appliance.System.All": {}, "Appliance.System.Hardware": {}, "Appliance.System.Firmware": {}, "Appliance.System.Debug": {}, "Appliance.System.Online": {}, "Appliance.System.Time": {}, "Appliance.System.Ability": {}, "Appliance.System.Runtime": {}, "Appliance.System.Report": {}, "Appliance.System.Position": {}, "Appliance.Control.Multiple": {"maxCmdNum": 5}, "Appliance.Control.Spray": {}, "Appliance.Control.TimerX": {"sunOffsetSupport": 1}, "Appliance.Control.TriggerX": {}, "Appliance.Control.Bind": {}, "Appliance.Control.Unbind": {}, "Appliance.Control.Upgrade": {}, "Appliance.Control.Light": {"capacity": 5}, "Appliance.Digest.TriggerX": {}, "Appliance.Digest.TimerX": {}}
2022/01/16 - 23:53:52	TX	http	GET	Appliance.System.Runtime	{"runtime": {}}
2022/01/16 - 23:53:52	RX	http	GETACK	Appliance.System.Runtime	{"runtime": {"signal": 70}}
2022/01/16 - 23:53:55	TX	http	GET	Appliance.System.All	{"all": {}}
2022/01/16 - 23:53:55	RX	http	GETACK	Appliance.System.All	{"all": {"system": {"hardware": {"type": "msxh0", "subType": "us", "version": "3.0.0", "chipType": "mt7682", "uuid": "################################", "macAddress": "#################"}, "firmware": {"version": "3.1.5", "compileTime": "2020/11/13 11:02:51 GMT +08:00", "wifiMac": "#################", "innerIp": "#############", "server": "##################", "port": "###", "userId": "######"}, "time": {"timestamp": 1642373634, "timezone": "Europe/Rome", "timeRule": [[1616889600, 7200, 1], [1635634800, 3600, 0]]}, "online": {"status": 1}}, "digest": {"spray": [{"channel": 0, "mode": 0, "lmTime": 1642290187, "lastMode": 1, "onoffTime": 1642290187}], "triggerx": [], "timerx": [], "light": {"onoff": 0, "capacity": 5, "channel": 0, "rgb": 4783990, "luminance": 100, "transform": 0}}}}
2022/01/16 - 23:53:57	TX	http	GET	Appliance.System.Position	{"position": {}}
2022/01/16 - 23:53:57	RX	http	GETACK	Appliance.System.Position	{"position": {"longitude": 0, "latitude": 0}}
2022/01/16 - 23:54:02	TX	http	GET	Appliance.Control.Spray	{"spray": {}}
2022/01/16 - 23:54:02	RX	http	GETACK	Appliance.Control.Spray	{"channel": 0, "spray": {"channel": 0, "mode": 0, "lmTime": 1642290187, "lastMode": 1, "onoffTime": 1642290187}}
2022/01/16 - 23:54:06	TX	http	SET	Appliance.Control.Light	{"light": {"onoff": 1, "capacity": 4, "channel": 0, "rgb": 4783990, "luminance": 100, "transform": 0}}
2022/01/16 - 23:54:06	RX	http	SETACK	Appliance.Control.Light	{"light": {"onoff": 1, "capacity": 4, "rgb": 4783990, "channel": 0, "luminance": 100, "transform": 0}}
2022/01/16 - 23:54:07	TX	http	GET	Appliance.Control.TimerX	{"timerx": {}}
2022/01/16 - 23:54:07	RX	http	GETACK	Appliance.Control.TimerX	{"digest": {}, "timerx": {}}
2022/01/16 - 23:54:12	TX	http	GET	Appliance.Control.TriggerX	{"triggerx": {}}
2022/01/16 - 23:54:12	RX	http	GETACK	Appliance.Control.TriggerX	{"digest": {}, "triggerx": {}}
2022/01/16 - 23:54:17	TX	http	GET	Appliance.Control.Light	{"light": {}}
2022/01/16 - 23:54:17	RX	http	GETACK	Appliance.Control.Light	{"light": {"onoff": 1, "capacity": 5, "channel": 0, "rgb": 4783990, "luminance": 100, "transform": 0}}
2022/01/16 - 23:54:20	TX	http	SET	Appliance.Control.Light	{"light": {"channel": 0, "onoff": 0}}
2022/01/16 - 23:54:20	RX	http	SETACK	Appliance.Control.Light	{"light": {"onoff": 0, "capacity": 5, "rgb": 4783990, "channel": 0, "luminance": 100, "transform": -1}}
2022/01/16 - 23:54:22	TX	http	GET	Appliance.Digest.TriggerX	{"digest": []}
2022/01/16 - 23:54:22	RX	http	GETACK	Appliance.Digest.TriggerX	{"digest": []}
2022/01/16 - 23:54:25	TX	http	GET	Appliance.System.All	{"all": {}}
2022/01/16 - 23:54:25	RX	http	GETACK	Appliance.System.All	{"all": {"system": {"hardware": {"type": "msxh0", "subType": "us", "version": "3.0.0", "chipType": "mt7682", "uuid": "################################", "macAddress": "#################"}, "firmware": {"version": "3.1.5", "compileTime": "2020/11/13 11:02:51 GMT +08:00", "wifiMac": "#################", "innerIp": "#############", "server": "##################", "port": "###", "userId": "######"}, "time": {"timestamp": 1642373664, "timezone": "Europe/Rome", "timeRule": [[1616889600, 7200, 1], [1635634800, 3600, 0]]}, "online": {"status": 1}}, "digest": {"spray": [{"channel": 0, "mode": 0, "lmTime": 1642290187, "lastMode": 1, "onoffTime": 1642290187}], "triggerx": [], "timerx": [], "light": {"onoff": 0, "capacity": 5, "channel": 0, "rgb": 4783990, "luminance": 100, "transform": 0}}}}
2022/01/16 - 23:54:27	TX	http	SET	Appliance.Control.Light	{"light": {"onoff": 1, "capacity": 4, "channel": 0, "rgb": 4783990, "luminance": 100, "transform": 0}}
2022/01/16 - 23:54:27	RX	http	SETACK	Appliance.Control.Light	{"light": {"onoff": 1, "capacity": 4, "rgb": 4783990, "channel": 0, "luminance": 100, "transform": 0}}
